grTitle,enTitle,longitude,latitude
"Γιαννοπούλειο Αρχαιολογικό Μουσείο Αλμυρού","Giannopoulio Archaeological Museum of Almyros","22.764171","39.179531"
"Αρχαιολογικό Μουσείο Λυκόσουρας","Archaeological Μuseum of Lykosoura","22.031268","37.389655"
"Λυχνοστάτης - Μουσείο Παραδοσιακής Ζωής και Λαϊκού Πολιτισμού Κρήτης","Lychnostatis Open-air Museum","25.411157","35.30658"
"Μακεδονικό Μουσείο Σύγχρονης Τέχνης","Macedonian Museum of Contemporary Art","22.953802","40.630669"
"Μουσείο Αρχαίας Μεσσήνης","Archaeological Museum of Ancient Messene","21.917207","37.181394"
"Δημοτικό Μουσείο της Μάχης της Κρήτης και της Εθνικής Αντίστασης","Municipal Museum of the Battle of Crete and the National Resistance","25.138344","35.339359"
"Αρχαιολογικό Μουσείο Μεγάρων","Archaeological Museum of Megara","23.345761","37.997266"
"Μουσείο Ιστορίας και Τέχνης Δήμου Ι. Π. Μεσολογγίου","Museum of the History and Art of the Municipality of the Holy City of Mesolongi","21.432832","38.368657"
"Μουσειο Αγίας Αικατερίνης Σιναϊτών","Museum of  Agia Aikaterini of Sinai","25.131344","35.338095"
"Μουσείο Μονής Αγ. Τριάδας Τζαγκαρόλων στο Ακρωτήρι","Museum of the Monastery of Ag. Triada Tzagarolon","24.135142","35.560669"
"Συλλογή Αγίου Ματθαίου Σιναϊτών","Collection of Agios Matthaios of Sinai","25.129769","35.335525"
"Μουσείο Μονής Αρκαδίου","Museum of the Monastery of Arkadi","24.62928","35.310072"
"Μονή Γωνιάς στο Κολυμβάρι Κισάμου","Monastery of Gonia","23.776823","35.550732"
"Μουσείο Μονής Πρέβελης","Museum of the Monastery of Preveli","24.456315","35.157736"
"Μονή Ζωοδόχου Πηγής στη Χρυσοπηγή Χανίων","Monastery of Zoodohos Pigi","24.028532","35.492016"
"Αρχαιολογικό Μουσείο Μυτιλήνης στη Μυτιλήνη","Archaeological Museum of Mytilene in Mytilene","26.561146","39.1056"
"Ναυτικό Μουσείο Αιγαίου","Aegean Maritime Museum","25.328343","37.445228"
"Αρχαιολογική Συλλογή Νεαπόλεως","Archaeological Collection of Neapolis","25.603265","35.259714"
"Μουσείο Ιστορίας των Ολυμπιακών Αγώνων της Αρχαιότητας","Museum of the History of the Olympic Games of antiquity","21.624656","37.640883"
"Μουσείο Τηλεπικοινωνιών ΟΤΕ","Greek Telecommunications Museum","23.809315","38.088569"
"Δημοτική Πινακοθήκη Πειραιά","Municipal Gallery of Piraeus","23.645601","37.941194"
"Πινακοθήκη Δημήτρη Πιερίδη","Gallery of Dimitrios Pierides","23.750792","37.861825"
"Αρχαιολογικό Μουσείο Πόρου","Archaeological Museum of Poros","23.455078","37.500312"
"Μουσείο Σιδηροδρόμων Δήμου Καλαμάτας","Railway Museum of the Municipality of Kalamata","22.109878","37.030694"
"Μουσείο Σκίτσου","Cartoon Museum","23.725329","37.988566"
"Μουσείο Σολωμού","Solomos Museum","19.921404","39.62761"
"Μουσείο Μετάξης","Silk Museum","26.299829","41.194641"
"Σπαθάρειο Μουσείο Θεάτρου Σκιών","Spathareion Museum of the Shadow Theatre","23.807271","38.054508"
"Λαογραφικό Μουσείο Στεμνίτσας","Folklore Museum of Stemnitsa","22.082654","37.555002"
"Μουσείο - Βιβλιοθήκη Τεριάντ","Teriade Museum - Library","26.575793","39.080653"
"Παναρκαδικό Αρχαιολογικό Μουσείο Τριπόλεως","Panarcadic Archaeological Museum of Tripolis","22.373888","37.508888"
"Ναυτικό Μουσείο Κρήτης","Nautical Museum of Crete","24.015959","35.518237"
"Αρχαιολογικό Μουσείο Κυθήρων","Archaeological Museum of Kythera","22.984976","36.151278"
"Συλλογή έργων Βυζαντινής και Μεταβυζαντινής Τέχνης Κυθήρων","Kythira Collection of Byzantine and Post-Byzantine Art","22.995849","36.182082"
"Ίδρυμα Νικολάου Π. Γουλανδρή - Μουσείο Κυκλαδικής Τέχνης","Nicholas P. Goulandris Foundation - Museum of Cycladic Art","23.742203","37.975951"
"Αρχαιολογικό Μουσείο Αγίου Νικολάου","Archaeological Museum of Agios Nikolaos","25.71544","35.193647"
"Εκκλησιαστικό Μουσείο Ιεράς Μητροπόλεως Μαρωνείας και Κομοτηνής","Ecclesiastical Museum of the Holy Bishopry of Maroneia and Komotini","25.401997","41.11918"
"Μουσείο Παλαιάς Μητρόπολης Σερρών","Museum of the Old Cathedral at Serres","23.552644","41.093668"
"Αρχαιολογικό Μουσείο Μαραθώνα","Archaeological Museum of Marathon","23.946623","38.121933"
"Δωρίδα","Doris","22.435284","38.718064"
"Κάλλιον","Kallion","22.171226","38.553686"
"Άμφισσα","Ancient Amphissa","22.373799","38.531164"
"Θησαυρός των Αθηναίων","Treasury of the Athenians","22.501424","38.48183"
"Πολυγωνικός τοίχος των Δελφών","The polygonal wall of Delphi","22.50158","38.482185"
"Αρχαίο στάδιο Δελφών","Ancient stadium of Delphi","22.497988","38.482616"
"Θησαυρός των Σιφνίων","The Treasury of the Siphnians","22.501647","38.481637"
"Στοά των Αθηναίων","The Stoa of the Athenians","22.501666","38.482185"
"Ανάθημα του Δαόχου","The votive offering of Daochos","22.501491","38.48279"
"Αρχαίο θέατρο Δελφών","Ancient theatre of Delphi","22.500633","38.482527"
"Θόλος της Αθηνάς Προναίας","The tholos of Athena Pronaia","22.508017","38.480165"
"Ιερά Οδός","The Sacred Way","22.501725","38.482053"
"Κασταλία κρήνη","The Castalian fountain","22.505563","38.483128"
"Ρωμαϊκή οικία Άμφισσας (πρώην οικία Μπρουγιαννάκη)","Roman house at Amphissa (ex Mprougiannakis' house)","22.377914","38.528289"
"Θερμοπύλες","Thermopyles","22.535785","38.797617"
"Ακρόπολη Πρόερνας","Acropolis of Proerna","22.272903","39.243812"
"Ιερό του Απόλλωνος των Αβών","Sanctuary of Apollon at Abai","22.895497","38.636702"
"Αλαί","Halai","23.189601","38.658211"
"Αρχοντικό Βουβάλη","Vouvalis Mansion","26.984009","36.954046"
"Μονή Αρχαγγέλου Μιχαήλ Πανορμίτη","Monastery of St. Michael (Taxiarches Michael) Panormitis","27.845511","36.548389"
"Άγιος Λουκάς στα  Άπελλα","St. Luke (Ayios Loukas) at Apella","27.156572","35.6034"
"Άγιος Γεώργιος του Βουνού","St. George (Ayios Georgios) tou Vounou","29.579342","36.146379"
"Κάστρο Παντελίου","Fortress of Panteli","26.859072","37.156794"
"Παλαιά Μητρόπολη Βέροιας","The Old Cathedral (Veria)","22.201822","40.522471"
"Μονή Κοίμησης Θεοτόκου","Monastery of the Koimisi tis Theotokou","21.286708","40.004969"
"Γέφυρα Πορτίτσας","Bridge of Portitsa","21.285351","39.996124"
"Γέφυρα Αλατόπετρας ή Πρόσβορου","Alatopetra or Prosvoro Bridge","21.216751","40.081396"
"Μονή Ευαγγελισμού Παναγίας Μπουνάσιας","Monastery of the Evangelismos tis Panagias at Bounasia","21.744561","39.939768"
"Μακεδονικός Τάφος του Kinch στη Νάουσα","Mieza, the so-called Kinch's Macedonian Tomb","22.130762","40.652328"
"Ναός Αγίας Παρασκευής","Church of Agia Paraskevi","21.689335","40.045715"
"Ναός Αγίου Αθανασίου στο Κουστοχώρι Βέροιας","The Agios Athanassios Church (Koustochori, Veria district)","22.131242","40.536159"
"Ναός Αγίων Κηρύκου και Ιουλίττας στη Βέροια","Τhe church of Agioi Kirykos and Ioulitta (Veria)","22.20574","40.521949"
"Ναός Αναστάσεως Σωτήρος Χριστού στη Βέροια","The church of the Anastasis tou Sotira Christou (Veria, the chuch of the Resurrection of Christ the Saviour)","22.205193","40.522999"
"Ναός Αγίου Βλασίου στη Βέροια","The church of Agios Vlassios (Veria)","22.203632","40.521083"
"Ναός Αγίου Νικολάου Διπόρου","Church of Agios Nikolaos","21.654246","39.99283"
"Ναός Κοίμησης της Θεοτόκου Νουμπενίτσας","Church of the Koimisi Theotokou at Noubenitsa","21.612232","39.878094"
"Ναός Αγίου Νικολάου στο Περιβόλι","Church of Agios Nikolaos","21.11841","39.980639"
"Ναός Αγίου Γερμανού Πρεσπών","Church of Agios Germanos at Prespes","21.158138","40.84006"
"Ναός Αγίου Νικολάου Βελβεντού","Church of Agios Nikolaos","22.066162","40.255163"
"Ναός Αγίου Μηνά Βελβεντού","Church of Agios Minas at Velvendo","22.061528","40.255392"
"Αρχαίο τείχος Διστόμου","Ancient wall of Distomo","22.667552","38.429429"
"Αρχαίο γυμνάσιο Δελφών","Ancient gymnasium of Delphi","22.505981","38.481614"
"Δημοτικό Σχολείο στο Σκορδίλω","Primary School at Scordilo","24.674354","35.357014"
"Οικία Τσαχάκη","Tsachakis' house","25.130592","35.336575"
"Αρχοντικό Βουβάλη","Vouvalis Mansion","26.984009","36.954046"
"Αρχαιολογικός Χώρος Μίεζας στη Νάουσα","Mieza, the archaeological site (Naoussa district)","22.11977","40.645382"
"Διοκλητιανούπολη","Dioklitianoupoli","21.250629","40.463446"
"Ρωμαϊκή Αποικία της Πέλλας","Roman colony of Pella","22.496706","40.761691"
"Αρχαιολογικός χώρος Αγίου Παταπίου στη Βέροια","Agios Patapios, the archaeological site (Veria)","22.204072","40.525817"
"Βυζαντινά και Μεταβυζαντινά Μνημεία Βελβεντού","Byzantine and Post-Byzantine monuments of Velvendo","22.068522","40.256112"
"Αρχαιολογικός χώρος Αντίκυρας","Antikyra","22.628918","38.377461"
"Ρωμαϊκό ωδείο Κω","Roman Odeion of Kos","27.284659","36.889699"
"Αγορά - Λιμένας Κω","Agora - port of Kos","27.290516","36.893664"
"Θολωτός τάφος \"Λαμιόσπιτο\" Διμηνίου","Tholos tomb \"Lamiospito\" at Dimini","22.890562","39.36234"
"Μέγαρο νεολιθικής εποχής στο Σέσκλο","Megaron of the Neolithic period at Sesklo","22.842641","39.355775"
"Οικία \"του Κεραμέα\" στο Σέσκλο","House \"of the Potter\" at Sesklo","22.842464","39.355716"
"Οικία Ν (οικία Νηπίου)","House N (House of the baby)","22.893255","39.361925"
"Μονή Μεγάλου Μετεώρου","Monastery of the Great Meteoron","21.626287","39.726333"
"Μονή Αγ. Νικολάου Αναπαυσά Μετεώρων","Monastery of Agios Nikolaos Anapafsa at Meteora","21.624763","39.723891"
"Θολωτός τάφος  Μινύα","Tholos tomb of Minyas","22.974676","38.493142"
"Μυκηναικοί θαλαμωτοί τάφοι Καστελλίων","Chamber tomb of Oidipus's children","23.322199","38.321388"
"Θέατρο Χαιρώνειας","Ancient Theatre at Chaeronia","22.840461","38.492909"
"Αρχαιολογικός χώρος Λιθαρών στη θήβα","Archaeological site of Lithares in Thiva","23.293711","38.386658"
"Μονή Αγ. Στεφάνου Μετεώρων","Monastery of Agios Stephanos at Meteora","21.638668","39.709201"
"Μονή Ρουσάνου Μετεώρων","Monastery of Rousanou at Meteora","21.63199","39.72155"
"Μονή Αγ. Τριάδας Μετεώρων","Monastery of Agia Triada at Meteora","21.635771","39.713294"
"Μονή Βαρλαάμ Μετεώρων","Varlaam Monastery at Meteora","21.630192","39.725194"
"Μονή Αγ. Βησσαρίωνος (Μονή Δουσίκου)","Monastery of Agios Vissarion (Monastery of Dousiko)","21.595387","39.471384"
"Ναός Αγ. Νικολάου, Καθολικό Μονής Σταγιάδων","Katholikon of the Stagiades monastery","21.457286","39.851446"
"Ναός Αγίων Αποστόλων Πέτρου και Παύλου Κλοκωτού","Church of Agioi Apostoloi (Saint Apostels) Petros kai Pavlos at Klokotos","22.011189","39.565328"
"Θολωτός τάφος \"Τούμπα\" Διμηνίου","Tholos tomb \"Toumba\" at Dimini","22.892895","39.362294"
"Ναός Τιμίου Σταυρού Δολιανών","Church of Timios Stavros in Doliana","21.340403","39.630108"
"Οθωμανικό Τέμενος Οσμάν Σαχ (Κουρσούμ Τζαμί)","Osman Schah Camii (\"Koursoum Camii\")","21.771137","39.550011"
"Ναός Αρτέμιδος στον αρχαιολογικό χώρο Βραυρώνας","Temple of Artemis at the archaeological site of Brauron","23.993424","37.92592"
"Εχίνος","Echinos","22.726209","38.895473"
"Κύνος","Kynos","23.062828","38.723553"
"Ταφικό ηρώο στα \"Μάρμαρα\"  στο Ζερβοχώρι Παραμυθιάς","Funerary Heroon at \"Marmara Zervochoriou\", Paramythia","20.538952","39.387689"
"Ρωμαϊκά λουτρά στα Μωραϊτικα","Roman Buths at Moraeteca","19.5522","39.285"
"Μνημείο Μενεκράτη","Menecrates'  Μonument","19.5503","39.365"
"Ναός Αρτέμιδας στην Κέρκυρα","Temple of Artemis at Corfu","19.546","39.3616"
"Αρχαίος Ναός στη Ρόδα","Roda's Temple","19.4709","39.4716"
"Πύργος Νεραντζίχας","Nerantzicha's Tower","19.5453","39.3615"
"Αρχαιολογική - Λαογραφική Συλλογή Νάπης στη Νάπη","Archaeological - Folklore Collection of Nape in Nape","26.286889","39.269287"
"Τουρκικό διοικητήριο Λήμνου","Turkish Residency at Lemnos","25.060264","39.879959"
"Οικία Βουρνάζων","Residence of Bournazon","26.56198","39.105513"
"Ρωμαϊκές θέρμες Αγ. Θωμά","Roman Springs at Agios Thomas","21.461871","38.381686"
"Μονή Κοίμησης Θεοτόκου Βυτουμά","Monastery of the Koimisi tis Theotokou","21.578543","39.65264"
"Μονή Αγ. Γεωργίου Μυροφύλλου","Monastery of Agios Georgios at Myrofyllo","21.324962","39.360453"
"Αρχαϊκός ναός Τραπεζάς - Κούμαρι Αιγίου","Trapezas' Archaic Temple at Koumari Aigion","22.030029","38.219676"
"Ηρώο Μαμουσιάς","Heroon at Mamousia","22.142223","38.158424"
"Μονή Πέτρας","Monastery of Petra","21.811105","39.268828"
"Ρωμαϊκή Γέφυρα Πατρών","Roman Bridge of Patra","21.755204","38.267249"
"Μονή  Αγίας Τριάδας Δρακότρυπας","Monastery of St. Triada (Holy Trinity) at Drakotrypa","21.593664","39.392722"
"Μονή Αγίου Γεωργίου Μαυροματίου","Monastery of Agios Georgios","21.677638","39.414876"
"Μονή Γενεσίου της Θεοτόκου","Monastery Genesiou tis Theotokou (Nativity of the Virgin)","21.575141","39.287512"
"Βυζαντινό Κάστρο Φαναρίου","Byzantine Castle of Fanari","21.801866","39.415605"
"Μονή Ρεντίνας","Monastery of Rendina","22.000541","39.044928"
"Μονή Ταξιαρχών (Καθολικό) Κάτω Τρίτους","Katholikon of the Taxiarches monastery in Kato Tritos","26.43126","39.08337"
"Βουλευτήριο Ολυμπίας","Bouleuterion of Olympia","21.630817","37.63734"
"Ζάνες","Zanes","21.631367","37.638857"
"Ηρώο Ολυμπίας","Heroon of Olympia","21.628574","37.637935"
"Θεηκολεών","Theokoleon","21.628719","37.63795"
"Θέρμες Λεωνιδαίου","Leonidaion baths","21.628789","37.636495"
"Θέρμες Κλαδέου","Kladeos baths","21.628027","37.638088"
"Θέρμες Κρονίου","Kronios baths","21.629183","37.639507"
"Θησαυροί της Ολυμπίας","Olympia's  Treasuries","21.631074","37.639031"
"Μητρώον","The Metroon","21.630758","37.638821"
"Νοτιοανατολικό κτήριο της Ολυμπίας","South-east building at Olympia","21.632413","37.637869"
"Οικία του Νέρωνα - Ανατολικές Θέρμες","House of Nero","21.631855","37.637752"
"Νότια Στοά Ολυμπίας","South hall at Olympia","21.630771","37.637004"
"Νυμφαίο Ολυμπίας","Nymphaeon of Olympia","21.630385","37.639007"
"Τέμενος Μεχμέτ Μπέη, Σέρρες","Mosque of Mehmet Bey at Serres","23.559494","41.091449"
"Μεσαιωνική γέφυρα Κομψάτου ποταμού","Medieval bridge of the Kompsatos river","25.210506","41.141021"
"Ζινζιρλί Tζαμί","Zincirli Cami","23.553711","41.088069"
"Έπαυλη Αγγίστας","Angista Mansion","23.963649","40.980246"
"Παλαιοχριστιανική Αμφίπολις","Early Christian Amphipolis","23.847408","40.819806"
"Πολύστυλο στα Άβδηρα","Polystylo at Abdera","24.973415","40.933357"
"Μαξιμιανούπολις-Μοσυνούπολις","Maximianoupolis-Mosynoupolis","25.324001","41.12768"
"Ξενώνες της Ολυμπίας","Hostels of Olympia","21.62811","37.637686"
"Πελόπιο","Pelopion","21.629808","37.638408"
"Προϊστορικό κτήριο Ολυμπίας","Prehistoric building at Olympia","21.630484","37.638753"
"Πρυτανείο Ολυμπίας","Prytaneion of Olympia","21.629342","37.639205"
"Βάθρο της Νίκης του Παιωνίου","Pedestal of the Nike of Paionios","21.630975","37.637816"
"Βωμός της Ήρας στην Ολυμπία","Altar of Hera at Olympia","21.630369","37.638871"
"Ελληνικά λουτρά Ολυμπίας","Baths","21.62814","37.638173"
"Βυζαντινά μνημεία νησίδας Αγίου Αχιλλείου Μικρής Πρέσπας","Byzantine monuments of the Agios Achillios islet on Lake Mikri Prespa","21.087137","40.780834"
"Δυμόκαστρο στην Πέρδικα","Dymokastro, Perdika","20.29399","39.330695"
"Ντόλιανη στον Παραπόταμο","Doliani, Parapotamos","20.355268","39.535879"
"Λυγιά στην Ηγουμενίτσα","Lygia, Igoumenitsa","20.188311","39.519982"
"Πολυνέρι","Polyneri","20.3288","39.404358"
"Ρωμαϊκό θέατρο Νικόπολης","Roman Τheatre of Nikopolis","20.73736","39.023485"
"Ρωμαϊκή οικία του Αντωνίνου","The roman house of Antoninus","20.73192","39.013282"
"Ρωμαϊκά τείχη Νικόπολης","Roman fortification of Nikopolis","20.729721","39.012065"
"Ρωμαϊκό ωδείο Νικόπολης","Roman Odeion of Nikopolis","20.729163","39.011156"
"Νυμφαίο Νικόπολης","Nymphaion of Nikopolis","20.724142","39.011018"
"Ρωμαϊκές θέρμες Προαστείου Νικόπολης","Roman thermae of Proastio at Nikopolis","20.730557","39.016916"
"Αρχαιολογικός Χώρος Αλίαρτου","","23.086932","38.37731"
"Αρχαία και μεσαιωνική οχύρωση(θέση Κάστρο)στη Δαύλεια","","22.730799","38.50996"
"Αρχαιολογικός χώρος Εύτρησης στα Λεύκτρα","","23.19885","38.253621"
"Φρούριο στην Καλύβα","Fortress at Kalyva","24.622872","41.262517"
"Εμπορική Αγορά ή Καταγώγιο","Commercial market or Katagogion","20.675513","39.145434"
"Τείχη Κασσώπης","Fortification of Cassope","20.671442","39.143412"
"Ναός Αγίων Αναργύρων στην Καστοριά","Church of Agioi Anargiroi at Kastoria","21.272352","40.520161"
"Οικία Πυρσινέλλα","Pyrsinella' house","20.85256","39.668343"
"Φιλαρμονική Δήμου Ιωαννιτών","Band of Ioannina Municipality","20.853531","39.669665"
"Δημοτική Αγορά Άργους","Municipal forum of Argos","22.725748","37.635936"
"Αγορά αρχαίας πόλης της Κέρκυρας","","19.5502","39.3606"
"Ρωμαϊκά Λουτρά Παλαιόπολης","","19.5515","39.3615"
"Κονάκι του Μπέη Ρασίχ Ασπράκη","Residence of Bei Rasich Aspraki","25.131855","35.340499"
"Πανάνειο Δημοτικό Νοσοκομείο Ηρακλείου","Pananeio Municipal Hospital of Herakleion","25.126952","35.334908"
"Κονάκι του Σαμή Μπέη","Residence of Sami Bei","25.136053","35.340553"
"Οικία Ανδρέου και Μαρίας Καλοκαιρινού","Residence of Andreou and Marias Kalokerinou","25.131252","35.341921"
"Γέφυρα Κρυοποτάμου στο Μύρτο","Bridge of Kriopotamos at Myrtos","25.583442","35.027062"
"Παλαιό Δημοτικό Σχολείο Λιθίνων","Old primary school at Lithina","26.045604","35.075278"
"Κρήνες Κριτσάς","Kritsas' fountains","25.646137","35.164132"
"Κρήνη-δεξαμενή στο Γαράζο","Fountain -Cistern at Garazo","24.788319","35.344047"
"Υδραγωγείο με βρύση στη Δροσιά (Γενί-Καβέ)","Aqueduct with fountain at Drosia (Geni-Kabe)","24.883223","35.337936"
"Κωνσταντία","Konstantia","22.172789","40.978899"
"Βρουλιά","Vroulia","27.794756","35.894048"
"Ακρόπολη Ποσειδίου Καρπάθου","Acropolis of Poseidion at Karpathos","27.217869","35.5099"
"Παλαιόκαστρο Νισύρου","Palaiokastro at Nisyros","27.13067","36.606308"
"Λυκιακός τάφος","Lykian grave monument","29.595097","36.15086"
"Δημοτικό Σχολείο Αίμονα","Primary school at Aimona","24.869045","35.329735"
"Κτηριακό συγκρότημα Νικολακάκη στο Τριπόδο Μυλοποτάμου","","24.685357","35.33335"
"Χαρουπόμυλος Πανόρμου","Charoupomelos Panormou","24.689187","35.417574"
"Κουλές στον Κοξαρέ Μυλοποτάμου","Fortress (Coules) at Koksare of Mylopotamos","24.466969","35.224204"
"Διδακτήριο Άνω Αρχανών","Residency at Ano Archanes","25.161803","35.239648"
"Βόρεια κλιτύς Ακροπόλεως Αθηνών","North slope of the Acropolis","23.725544","37.972333"
"Ναός Αγίων Ασωμάτων, Αθήνα","Church of Agioi Asomatoi at Athens","23.721151","37.977712"
"Επίδαυρος - Λιμηρά","Epidavros - Limera","22.998233","36.745487"
"Γέρακας Λακωνίας","Gerakas - Lakonia","23.05634","36.806124"
"Κοινοτική Κρήνη Χουμεριάκου","Local Fountain at Choumeriakou","25.627903","35.2408"
"Ιερό Μενελάου και Ελένης","Sanctuary of Menelaos and Helen","22.552257","37.082518"
"Μυκηναϊκά κτίσματα στο Μενελάειον","Mycenean edifices in Menelaeon","22.552423","37.082605"
"Αρχαίο θέατρο Μαντινείας","Ancient theatre of Mantineia","22.392374","37.618141"
"Αρχαίος ναός στο Γκορτσούλι","Ancient temple at Gortsouli","22.3904","37.633249"
"Τείχος Μαντινείας","The enclosure of Mantineia","22.394063","37.623265"
"Ναός της Αλέας Αθηνάς","Temple of Athena Alea","22.420416","37.455521"
"Ναός Ηφαίστου","Temple of Hephaistos","23.721411","37.975629"
"Ωδείο Ηρώδου Αττικού","Herod Atticus Odeon","23.724552","37.970768"
"Στοά Ευμένους","Stoa of Eumenes","23.725938","37.970616"
"Ασκληπιείο","Asclepeion","23.726773","37.970781"
"Βάσσες","Bassae","21.898048","37.430541"
"Δύο βρύσες στο Χρισσό Παρνασσίδος","Two fountains at Chrisso Parnassidos","22.470042","38.475019"
"Κοινοτική βρύση \"Μοριός\" Ηλείας","\"Morios\" fountain at Heleia","21.809656","37.863883"
"Πρώην Δημαρχείο Μεσολογγίου","Former town hall of Messologi","21.4338","38.36803"
"Δημοτικό Σχολείο Λαμπείας (Δίβρης)","Primary school at Lampeias (Dibris)","21.808116","37.860783"
"Δημοτικό Θέατρο Απόλλων στον Πύργο","Apollon Public Theatre at Pyrgos","21.439278","37.672898"
"Πρώην Στρατιωτική Σχολή Ευελπίδων","Former Military School of Euelpidon","22.798702","37.566079"
"Κτήριο Αγροτικής Τράπεζας Οικονόμου","Building of the rural bank of Oikonomou","22.72743","37.6322"
"Λαογραφικό Μουσείο Άμφισσας","Folklore Museum at Amphissa","22.377108","38.528564"
"Λαογραφικό Μουσείο Γαλαξειδίου","Folklore Museum at Galaxidi","22.38452","38.378046"
"Νομαρχία Κορινθίας","Prefecture of Corinthia","22.93044","37.942964"
"Οικία Κωστή Παλαμά","Residence of Kostis Palamas","21.427679","38.367982"
"Οικία Τατάνη στην Αμαλιάδα","Residence Tatanis at Amaliada","21.353898","37.799245"
"Μεσοελλαδικές οικίες Δήμητρας Αγιάς","Middle Helladic houses at Dimitra of Agia","22.637777","39.683205"
"Ρολόι - Κωδωνοστάσιο Ναυπάκτου","Nafpaktos Clock/Bell-tower","21.829008","38.394125"
"Φάρος στο Κατάκολο Ηλείας","Lighthouse at Katakolo Ilias","21.314093","37.637888"
"Φάρος Καυκαλίδας Ηλείας","Lighthouse at Kafkalida Ilias","21.120698","37.940185"
"Προϊστορικός οικισμός Μακρυχωρίου","Prehistoric settlement at Makrychori","22.501947","39.794664"
"Προϊστορικός οικισμός Παλαιόσκαλας","Prehistoric settlement at Palaioskala","22.78779","39.536736"
"Περραιβική Τρίπολη","Perraivian Tripolis","22.218564","40.054285"
"Πυραμιδοειδής τάφος Α΄ Κραννώνας","Pyramidal tomb A at Krannonas","22.304864","39.493113"
"Πυραμιδοειδής τάφος Κραννώνας","Pyramidal tomb at Krannonas","22.307106","39.488915"
"Κτήριο Ξηνταροπούλου","Building Xindaropoulou","22.726765","37.631274"
"Σιδηροδρομικός Σταθμός Πύργου Ηλείας","Railway Station at Pyrgos (Ilia)","21.436107","37.676577"
"Δημαρχιακό Μέγαρο Σπάρτης","Sparta Town Hall","22.433867","37.074538"
"Γέφυρα \"Στραβόρεμα\"","\"Straborema\" Bridge","23.040437","36.687135"
"Φάρος Ακρωτηρίου \"Ταίναρον\"","Lighthouse at Tenaron Cape","22.469559","36.701458"
"Παλαιό Παρθεναγωγείο Γυθείου","Old Female Boarding School at Gythio","22.564734","36.760358"
"Αρχαιολογικό Μουσείο Σπάρτης","The Archaeological Museum of Sparta","22.431848","37.074778"
"Παλαιό Δημαρχείο Ναυπλίου","Old Town Hall","22.796679","37.567146"
"Δημαρχείο Άργους","Town Hall","22.729243","37.634819"
"Σταθμός Ο.Σ.Ε. Ναυπλίου","Railway Station","22.803618","37.56522"
"Κτήριο Χ. Αλευρά - Λαμπίρη","Building Ch. Alevras-Lamprinis","22.795528","37.566489"
"Ναός της Αρτέμιδος Ορθασίας","Temple of Artemis Orthasia","21.898586","37.430233"
"Δημαρχείο Καλαμάτας","Town Hall at Kalamata","22.111477","37.041142"
"Λαογραφικό Μουσείο Καλαμάτας - Αρχοντικό Κυριακού","Folklore Museum at Kalamata","22.114352","37.044795"
"Αγροτική Τράπεζα Αστακού","Rural Bank at Astakos","21.082408","38.534638"
"Κτήριο ΔΕΗ Αγρινίου","Building of ΔΕΗ at Agrinio","21.409572","38.623425"
"Σιδηροδρομικός Σταθμός Αγρινίου","Railway Station at Agrinio","21.408978","38.622072"
"Γεφύρι Αυλακίου Αιτωλοακαρνανίας","Bridge at Avlaki Etoloakarnanias","21.350026","38.967684"
"Περιοχή Κόκκινος Βράχος, Ζάκυνθος","Kokkinos Brachos region, Zakynthos","20.904389","37.804683"
"Σιδηροδρομικός σταθμός Καλαμάτας","Railway Station at Kalamata","22.109264","37.037381"
"Πέτρινο- χυτοσiδηρό συντριβάνι","Stone cast-iron fontain","21.585968","37.157238"
"Πανταζοπούλειος Λαϊκή Σχολή","Pantazopouleios public school","22.111747","37.039517"
"Μπενάκειο Αρχαιολογικό Μουσείο Καλαμάτας","Benakio Archaeological Museum at Kalamata","22.114024","37.043818"
"Οικία του Ολυμπιονίκη Κ. Τσικλητήρα","Residence of the Olympic Medalist K.Tsiklitiras","21.694967","36.914177"
"Οικία Μαρίνου Φωκά - Κοσμετάτου, Αργοστόλι","Residence of Marinos Phokas-Kosmetatos, Argostoli","20.438663","38.204739"
"Γεφύρια Στρόμης","Bridges at Stromi","22.256978","38.707773"
"Αχειροποίητος","Church of Acheiropoiitos","22.943642","40.631076"
"Κατοικία Κωνσταντίνου και Ιωάννη Ράγκου","Residence of Konstatinos and Ioannis Ragkos","20.882514","38.784063"
"Πέτρινα Γεφύρια Αιτωλικού","Stone Bridges at Etoliko","21.353939","38.436577"
"Ναός Απόλλωνα Πυθίου Σωτήρα","Temple of Apollo Pythios Sotir","20.982728","39.160795"
"Αμβρακία","Ambracia","20.982975","39.160807"
"Λευκάδα","Lefkada","20.716071","38.799768"
"Προϊστορικοί τύμβοι στο Στενό Νυδριού","Prehistoric tumuli at Nydri","20.704081","38.698805"
"Αρχαιολογικός χώρος Φρουρίου Λάρισας","Arcaeological site of Fort of Larissa","22.416324","39.641669"
"Μονή Κανάλων στην Καρυά Ελασσόνας","Kanalon Monastery at Karya Elassonas","22.457566","40.001459"
"Ναός Κοίμησης Θεοτόκου, Αετόλοφος Αγιάς","Church of the Dormition at Aetolofos of Agia","22.72642","39.687292"
"Αρχαιολογικό Μουσείο Μυκηνών","Archaeological Museum of Mycenae","22.756462","37.731778"
"Ηραίο Άργους","Heraion of Argos","22.774916","37.691971"
